Device Name,Date,Time,RES_0
Res 20,2025-06-18,12:42:42,8.88
Res 20,2025-06-18,12:42:57,8.88
Res 20,2025-06-18,12:43:12,8.88
Res 20,2025-06-18,12:48:43,8.88
Res 20,2025-06-18,12:48:58,8.88
Res 20,2025-06-18,12:49:13,8.88
Res 20,2025-06-18,12:49:28,8.88
Res 20,2025-06-18,12:49:43,8.88
Res 20,2025-06-18,12:49:58,8.88
Res 20,2025-06-18,12:50:13,8.88
